Time_Stamps,AC_CabinTemp,AC_CabinTemp_FC,VEC,VEC_FC,VS
5983,34.48,23.45,0.3,0.2,34.18
5984,22.58,24.43,0.36,0.93,0.86
5985,23.86,28.55,0.62,0.32,51.7
5986,22.18,33.04,0.23,0.69,52.48
5987,29.37,25.06,0.92,0.82,11.98
5988,34.12,34.16,0.57,0.74,23.5
5989,30.66,34.41,0.92,0.92,78.35
5990,32.69,34.47,0.05,0.86,3.68
5991,22.17,32.89,0.34,0.99,48.95
5992,29.05,26.73,0.02,0.18,53.04
5993,27.97,22.94,0.27,0.3,68.87
5994,28.49,29.39,0.86,0.64,3.75
5995,22.94,29.26,0.04,0.73,58.56
5996,30.9,33.05,0.44,0.53,0.31
5997,28.54,34.95,0.12,0.07,26.52
5998,31.95,28.61,0.42,0.84,49.97
5999,28.31,26.49,0.84,0.96,91.13
6000,23.94,24.42,0.62,0.41,12.66
6001,30.43,22.06,0.74,0.22,16.93
6002,24.24,28.62,0.35,0.02,66.93
6003,33.34,29.22,0.94,0.24,37.49
6004,29.97,32.72,0.71,0.7,62.34
6005,24.04,28.56,0.42,0.91,99.75
6006,34.51,33.91,0.43,0.09,98.69
6007,28.74,30.17,0.92,0.55,35.37
6008,22.95,32.92,0.58,0.7,50.39
6009,30.15,23.93,0.71,0.28,90.47
6010,25.29,33.12,0.42,0.57,9.22
6011,32.45,30.78,0.22,0.72,45.23
6012,32.63,24.21,0.72,0.84,37.76
6013,34.73,24.47,0.61,0.45,29.49
6014,28.52,34.04,0.5,0.75,99.42
6015,27.91,22.42,0.62,0.3,73.35
6016,31.8,28.01,0.21,0.21,38.87
6017,23.72,26.08,0.79,0.19,82.9
6018,29.11,30.65,0.95,0.36,48.97
6019,29.1,32.92,0.89,0.04,87.28
6020,23.16,26.68,0.32,0.28,26.64
6021,27.43,27.55,0.41,0.65,22.36
6022,33.09,34.76,0.81,0.65,24.73
6023,33.13,32.19,0.6,0.07,53.85
6024,23.29,33.66,0.55,0.29,29.13
6025,23.18,27.7,0.93,0.57,14.71
6026,25.42,25.04,0.54,0.32,99.46
6027,33.37,27.35,0.51,0.42,90.04
6028,23.68,31.31,0.04,0.71,63.5
6029,31.36,23.42,0.07,0.01,89.15
6030,23.32,25.52,0.01,0.28,93.55
6031,30.1,22.61,0.91,0.14,67.61
6032,26.63,27.62,0.41,0.13,51.87
6033,32.26,32.76,0.47,0.96,88.2
6034,25.04,22.32,0.85,0.38,56.78
6035,30.31,30.78,0.61,0.53,12.68
6036,25.06,34.12,0.61,0.73,36.69
6037,31.28,25.08,0.3,0.05,44.59
6038,33.36,31.02,0.83,0.24,93.54
6039,23.65,34.68,0.17,0.83,65.92
6040,33.27,34.51,0.05,0.86,87.53
6041,29.72,25.05,0.19,0.37,75.76
6042,23.65,23.3,0.27,0.37,30.99
6043,27.56,23.93,0.28,0.76,71.87
6044,24.09,31.13,0.67,0.3,19.53
6045,31.1,31.43,0.22,0.12,40.81
6046,31.87,30.77,0.68,0.26,80.61
6047,23.38,26.37,0.09,0.39,61.19
6048,28.58,24.21,0.15,0.05,82.54
6049,32.59,29.55,0.51,0.48,25.47
6050,34.17,28.29,0.92,0.74,74.97
6051,28.68,31.47,0.86,0.51,20.23
6052,34.35,27.74,0.97,0.07,54.53
6053,28.96,26.4,0.65,0.44,43.35
6054,27.12,25.82,0.68,0.71,55.65
6055,33.03,24.75,0.63,0.06,13.55
6056,28.41,25.45,0.62,0.06,36.12
6057,28.13,23.23,0.15,0.37,66.69
6058,28.37,26.51,0.54,0.19,55.85
6059,33.01,22.48,0.39,0.93,54.9
6060,32.82,24.42,0.44,0.58,51.08
6061,27.25,31.71,0.52,0.29,94.39
6062,26.33,26.23,0.13,0.7,93.46
6063,28.4,30.69,0.36,0.37,36.01
6064,29.45,31.32,0.06,0.13,35.19
6065,25.1,29.56,0.98,0.24,55.49
6066,32.32,34.46,0.12,0.64,9.56
6067,28.32,22.28,0.26,0.05,30.3
6068,26.34,31.6,0.89,0.27,23.09
6069,23.39,34.46,0.48,0.21,22.34
6070,25.1,33.21,0.14,0.2,63.85
6071,34.34,24.18,0.38,0.68,38.44
6072,25.97,26.25,0.12,0.83,17.12
6073,24.2,24.24,0.2,0.72,88.76
6074,27.99,29.82,0.05,0.65,87.41
6075,25.99,31.26,0.44,0.92,86.25
6076,22.46,26.12,0.81,0.06,39.07
6077,26.2,29.01,0.59,0.17,5.7
6078,29.07,30.98,0.61,0.41,10.67
6079,29.17,27.48,0.2,0.37,27.6
6080,26.64,33.1,0.34,0.42,22.0
6081,27.81,32.03,0.85,0.21,87.4
6082,34.55,22.84,0.09,0.15,98.64
6083,26.91,30.07,0.86,0.51,81.67
6084,25.36,25.06,0.48,0.93,72.98
6085,25.17,29.25,0.84,0.39,58.86
6086,27.95,34.44,0.32,0.04,76.99
6087,31.87,33.43,0.34,0.71,94.7
6088,24.68,27.26,0.75,0.29,60.13
6089,31.22,25.79,0.78,0.25,15.46
6090,22.27,25.05,0.23,0.32,16.39
6091,27.45,28.92,0.97,0.72,58.39
6092,32.09,23.49,0.08,0.82,33.35
6093,26.4,29.14,0.07,0.59,91.02
6094,29.33,22.02,0.6,0.32,61.16
6095,24.66,26.21,0.72,0.31,67.65
6096,31.65,24.86,0.96,0.12,0.58
6097,22.68,34.63,0.4,0.93,49.88
6098,33.08,31.45,0.03,0.64,43.12
6099,24.58,26.55,0.6,0.03,70.59
6100,33.37,23.21,0.29,0.66,38.26
6101,26.58,28.72,0.43,0.45,97.66
6102,31.39,24.77,0.49,0.97,67.02
6103,26.15,28.97,0.06,0.82,65.99
6104,33.78,32.86,0.49,0.17,91.93
6105,23.65,30.01,0.43,0.72,99.52
6106,24.32,30.24,0.71,0.49,19.78
6107,28.41,29.03,0.65,0.19,81.05
6108,23.07,34.05,0.19,0.7,16.23
6109,24.55,34.11,0.21,0.55,45.7
6110,34.27,28.67,0.25,0.03,10.02
6111,34.69,25.97,0.18,0.65,62.34
6112,26.89,27.97,0.66,0.63,46.85
6113,34.0,24.43,0.99,0.14,62.87
6114,29.08,30.27,0.65,0.35,67.8
6115,25.51,28.5,0.61,0.59,61.94
6116,31.13,23.34,0.41,0.14,29.4
6117,30.57,24.57,0.31,0.85,83.7
6118,34.86,28.24,0.91,0.03,55.17
6119,25.45,33.54,0.97,0.1,48.99
6120,30.74,29.36,0.5,0.12,98.71
6121,22.68,30.86,0.29,0.53,28.35
6122,23.48,26.41,0.77,0.62,52.8
6123,22.05,29.43,0.13,0.4,68.23
6124,34.99,27.82,0.77,0.29,12.52
6125,32.43,30.57,0.82,0.81,35.42
6126,32.23,22.66,0.12,0.07,80.17
6127,28.63,28.41,0.98,0.28,23.68
6128,25.9,25.85,0.99,0.04,49.33
6129,23.97,26.24,0.94,0.01,63.06
6130,25.7,34.49,0.5,0.35,67.12
6131,26.89,24.38,0.25,0.19,72.83
6132,31.83,26.05,0.58,0.27,86.6
6133,29.02,28.63,0.42,0.82,39.29
6134,23.01,33.22,0.21,0.16,70.66
6135,22.23,27.42,0.42,0.78,73.22
6136,23.33,31.67,0.66,0.68,30.03
6137,27.34,33.13,0.07,0.33,96.82
6138,34.13,26.03,0.33,0.55,86.52
6139,30.29,27.11,0.02,0.44,28.99
6140,32.42,26.64,0.75,0.13,67.51
6141,28.06,32.83,0.64,0.91,71.78
6142,26.7,22.58,0.06,0.57,43.15
6143,23.41,26.01,0.96,0.88,86.37
6144,33.39,30.83,0.02,0.82,69.02
6145,32.18,29.35,0.59,0.08,65.82
6146,24.19,27.67,0.78,0.21,22.08
6147,28.66,29.02,0.79,0.15,40.78
6148,28.34,24.57,0.03,0.83,43.39
6149,30.13,27.6,0.91,0.86,73.37
6150,34.3,28.52,0.92,0.53,61.84
6151,29.54,33.72,0.56,0.1,8.59
6152,29.02,25.39,0.48,0.14,30.77
6153,22.65,33.28,0.04,0.81,47.3
6154,22.82,30.38,0.56,0.93,73.67
6155,24.44,22.26,0.41,0.2,74.36
6156,22.42,31.42,0.77,0.01,49.05
6157,31.66,22.46,0.4,0.33,11.69
6158,31.4,34.97,0.68,0.03,29.29
6159,23.77,33.34,0.1,0.83,25.47
6160,32.87,25.87,0.13,0.49,78.1
6161,24.01,25.35,0.14,0.64,18.0
6162,25.92,26.96,0.05,0.41,46.49
6163,25.24,26.63,0.54,0.35,67.07
6164,26.84,26.84,0.79,0.22,96.48
6165,25.31,26.14,0.61,0.77,99.92
6166,28.36,30.07,0.57,0.7,95.29
6167,27.3,24.14,0.68,0.36,71.82
6168,34.83,33.0,0.34,0.32,74.64
6169,22.73,32.56,0.36,0.0,75.92
6170,23.85,28.19,0.31,0.06,86.26
6171,22.69,33.09,0.71,0.62,95.18
6172,30.14,25.21,0.16,0.51,44.57
6173,22.71,22.23,0.01,0.43,41.65
6174,32.87,30.05,0.6,0.83,46.05
6175,28.66,27.95,0.94,0.5,65.98
6176,28.85,29.37,0.61,0.38,77.54
6177,29.3,33.69,0.78,0.16,87.05
6178,24.22,34.61,0.67,0.82,45.62
6179,24.57,30.25,0.5,0.58,36.34
6180,26.14,31.93,0.72,0.09,98.34
6181,29.72,23.09,0.82,0.65,23.19
6182,24.73,24.09,0.22,0.43,22.2
6183,23.51,31.53,0.34,0.81,71.54
6184,34.61,27.61,0.22,0.92,17.97
6185,22.29,27.8,0.45,0.6,39.94
6186,32.44,26.01,0.89,0.73,29.24
6187,32.24,29.9,0.35,0.06,16.87
6188,25.86,24.41,0.37,0.56,57.97
6189,23.76,30.15,0.86,0.76,37.35
6190,23.89,24.26,0.52,0.5,46.22
6191,31.07,22.83,0.54,0.59,19.59
6192,30.36,26.29,0.86,0.9,76.79
6193,32.18,25.0,0.49,0.2,31.47
6194,34.19,33.56,0.68,0.1,34.27
6195,31.0,22.71,0.09,0.69,25.22
6196,24.03,24.3,0.18,0.82,43.44
6197,25.16,29.13,0.4,0.85,46.36
6198,32.95,28.25,0.49,0.64,52.97
6199,24.72,22.6,0.97,0.83,96.76
6200,22.94,22.09,0.97,0.7,90.47
6201,31.14,34.84,0.85,0.09,60.94
6202,27.23,30.56,0.32,0.76,3.89
6203,33.96,26.75,0.96,0.18,61.23
6204,30.45,28.12,0.69,0.24,8.97
6205,23.18,25.47,0.39,0.39,71.03
6206,34.32,26.48,0.7,0.31,39.01
6207,25.36,30.44,0.02,0.32,83.77
6208,26.38,33.48,0.15,0.17,94.25
6209,27.23,24.39,0.83,0.29,41.71
6210,22.67,32.92,0.65,0.02,46.06
6211,28.45,23.58,0.36,0.47,59.01
6212,23.6,24.79,0.5,0.77,19.71
6213,27.21,22.48,0.91,0.86,92.73
6214,26.56,23.83,0.63,0.82,43.3
6215,32.05,33.92,0.4,0.42,16.68
6216,32.44,27.97,0.12,0.73,76.27
6217,23.99,23.01,0.29,0.29,21.92
6218,26.77,34.48,0.98,0.06,14.35
6219,26.85,33.43,0.44,0.68,56.29
6220,23.97,31.81,0.47,0.65,67.15
6221,32.38,34.14,0.5,0.8,56.96
6222,31.19,24.86,0.88,0.62,65.65
6223,24.47,32.87,0.6,0.16,11.55
6224,26.77,30.97,0.69,0.85,47.6
6225,23.38,33.31,0.39,0.63,35.7
6226,30.17,32.36,0.03,0.81,97.34
6227,23.58,26.5,0.93,0.77,4.96
6228,34.82,32.07,0.95,0.3,29.83
6229,32.15,25.41,0.95,0.07,94.19
6230,27.07,26.27,0.94,0.18,98.35
6231,29.52,23.4,0.82,0.09,82.49
6232,33.85,34.16,0.68,0.24,7.6
6233,29.2,25.78,0.84,0.46,56.14
6234,24.27,28.77,0.6,0.91,40.01
6235,26.92,27.09,0.13,0.87,80.65
6236,32.96,34.48,0.39,0.72,5.5
6237,30.37,26.36,0.97,0.02,19.71
6238,30.46,32.12,0.35,0.34,48.92
6239,33.27,33.12,0.87,0.68,15.76
6240,33.62,27.66,0.09,0.13,69.27
6241,33.96,26.92,0.33,0.8,82.08
6242,23.23,31.72,0.35,0.91,70.45
6243,29.07,33.87,0.05,0.35,44.03
6244,31.63,31.81,0.12,0.71,87.84
6245,31.84,24.95,0.19,0.15,13.77
6246,29.89,33.55,0.84,0.69,26.03
6247,24.17,27.04,0.06,0.02,48.95
6248,32.37,29.49,0.3,0.15,6.13
6249,31.36,32.81,0.01,0.71,9.57
6250,23.12,24.45,0.7,0.71,39.74
6251,28.03,32.2,0.62,0.64,94.39
6252,24.26,29.75,0.64,0.48,90.84
6253,26.39,33.61,0.37,0.67,46.6
6254,22.24,24.24,0.21,0.77,14.22
6255,27.2,27.47,0.72,0.97,17.81
6256,29.15,32.83,0.81,0.89,37.75
6257,30.05,22.25,0.14,0.79,21.01
6258,30.63,23.46,0.49,0.69,8.3
6259,32.87,34.88,0.25,0.57,67.38
6260,24.8,25.65,0.17,0.12,58.14
6261,23.57,34.68,0.73,0.17,29.13
6262,33.07,24.37,0.54,0.82,77.89
6263,24.04,26.69,0.22,0.8,77.59
6264,34.67,31.79,0.31,0.61,49.1
6265,32.95,30.55,0.97,0.44,9.65
6266,28.51,29.55,0.85,0.03,91.85
6267,34.76,28.89,0.88,0.33,66.87
6268,23.27,32.96,0.46,0.42,24.71
6269,25.94,25.05,0.62,0.49,61.05
6270,30.3,27.75,0.38,0.93,40.5
6271,26.55,24.02,0.08,0.11,63.53
6272,34.07,29.75,0.4,0.52,47.39
6273,22.85,25.26,0.59,0.37,48.55
6274,29.14,26.34,0.29,0.99,73.59
6275,29.68,28.13,0.85,0.86,61.37
6276,30.49,22.35,0.15,0.44,8.0
6277,25.32,23.2,0.37,1.0,6.54
6278,26.74,30.92,0.12,0.51,30.5
6279,32.97,27.58,0.4,0.17,43.02
6280,24.53,33.24,0.04,0.56,27.52
6281,32.75,31.03,0.27,0.23,65.15
6282,29.31,22.11,0.4,0.64,19.51
6283,31.91,30.02,0.48,0.94,70.41
6284,31.28,23.22,0.54,0.79,77.32
6285,24.7,32.15,0.27,0.27,12.43
6286,29.39,34.89,0.52,0.3,65.08
6287,33.28,28.91,0.51,0.07,96.14
6288,27.62,30.88,0.32,0.29,19.28
6289,34.57,25.09,0.83,0.09,90.93
6290,27.88,27.69,0.55,0.5,60.6
6291,23.86,33.13,0.33,0.71,59.09
6292,27.06,24.18,0.95,0.75,5.19
6293,34.37,25.45,0.85,0.06,74.83
6294,26.16,27.79,0.98,0.34,47.83
6295,33.29,31.26,0.69,0.29,72.12
6296,33.46,26.89,0.38,0.1,80.92
6297,26.55,34.06,0.28,0.36,52.38
6298,23.08,23.23,0.66,0.3,26.36
6299,31.42,26.82,0.98,0.63,14.16
6300,26.05,31.22,0.63,0.88,16.05
6301,32.18,24.94,0.88,0.45,86.69
6302,27.75,30.53,0.33,0.75,12.36
6303,28.31,24.13,0.41,0.15,38.47
6304,32.11,22.73,0.91,0.89,33.43
6305,26.97,23.57,0.76,0.15,86.55
6306,27.76,34.09,0.98,0.19,47.77
6307,26.89,29.17,0.77,0.11,99.64
6308,26.78,32.35,0.45,0.31,73.71
6309,28.84,26.32,0.53,0.55,85.09
6310,32.51,29.7,0.9,0.99,9.87
6311,26.7,28.43,0.55,0.79,25.31
6312,28.82,34.29,0.26,0.38,13.54
6313,30.72,31.72,0.44,0.58,46.36
6314,25.5,31.5,0.52,0.62,71.83
6315,25.61,22.6,0.1,0.82,16.91
6316,34.13,29.15,0.74,0.74,13.02
6317,31.41,28.07,0.11,0.57,61.46
6318,29.5,34.06,0.4,0.67,23.03
6319,30.42,25.35,0.8,0.75,47.93
6320,22.38,25.51,0.47,0.13,5.11
6321,30.04,27.35,0.84,0.2,68.06
6322,28.62,25.16,0.34,0.69,54.13
6323,29.09,23.68,0.96,0.85,64.74
6324,26.67,33.15,0.21,0.41,27.54
6325,23.06,29.26,0.04,0.98,27.86
6326,24.51,33.2,0.87,0.22,80.14
6327,34.36,32.8,0.75,0.42,71.86
6328,27.31,25.67,0.23,0.38,57.97
6329,28.07,29.12,0.98,0.93,62.81
6330,22.69,23.08,0.5,0.29,9.4
6331,22.49,33.9,0.95,0.47,85.62
6332,31.32,27.26,0.51,0.19,76.99
6333,29.0,27.12,0.47,0.52,59.05
6334,28.61,25.94,0.45,0.86,91.86
6335,25.16,27.99,0.33,0.3,16.86
6336,31.68,25.27,0.53,0.81,68.67
6337,24.19,26.87,0.45,0.91,96.3
6338,24.47,32.4,0.04,0.07,31.0
6339,27.99,32.85,0.26,0.76,1.53
6340,25.72,25.95,0.21,0.26,73.49
6341,25.22,28.1,0.87,0.18,0.7
6342,30.39,33.36,0.6,0.6,87.25
6343,30.46,22.68,0.76,0.71,5.63
6344,32.72,33.56,0.96,0.39,65.28
6345,27.43,24.85,0.64,0.04,37.72
6346,22.95,30.82,0.98,0.91,20.33
6347,25.56,29.57,0.31,0.73,89.83
6348,34.74,29.19,0.19,0.27,74.62
6349,29.75,33.17,0.4,0.5,34.04
6350,31.23,23.32,0.47,0.03,28.42
6351,22.1,26.51,0.9,0.34,73.6
6352,28.74,29.0,0.56,0.52,83.66
6353,22.49,32.55,0.29,0.52,71.59
6354,29.4,24.81,0.74,0.21,64.0
6355,33.97,32.44,0.51,0.78,22.79
6356,34.59,27.2,0.16,0.3,85.28
6357,29.03,24.46,0.58,0.58,74.97
6358,27.96,31.87,0.91,0.27,51.73
6359,34.29,23.18,0.84,0.43,51.16
6360,30.76,28.69,0.59,0.21,56.92
6361,22.84,22.83,0.38,0.63,82.83
6362,28.05,26.63,0.09,0.43,74.23
6363,25.12,29.81,0.47,0.02,85.62
6364,28.11,29.23,0.75,0.03,50.73
6365,27.92,27.26,0.36,0.47,62.46
6366,29.57,27.58,0.24,0.18,85.46
6367,26.64,24.95,0.93,0.59,23.23
6368,24.14,27.93,0.82,0.41,44.4
6369,28.55,34.39,0.64,0.65,62.07
6370,32.79,33.06,0.14,0.95,91.51
6371,30.63,23.89,0.14,0.53,1.58
6372,26.4,22.39,0.1,0.79,21.26
6373,34.16,34.14,0.62,0.75,23.45
6374,33.86,28.85,0.12,0.92,32.66
6375,24.72,28.99,0.84,0.21,28.18
6376,22.51,32.15,0.99,0.83,59.01
6377,31.64,26.09,0.37,0.91,88.56
6378,32.76,28.26,0.45,0.39,63.7
6379,34.58,34.59,0.71,0.31,24.15
6380,33.57,30.74,0.94,0.95,86.38
6381,29.81,24.0,0.89,0.63,63.2
6382,28.89,23.73,0.06,0.38,21.9
6383,22.36,24.66,0.17,0.79,36.17
6384,25.21,31.97,0.75,0.3,79.0
6385,27.97,25.84,0.69,0.18,73.89
6386,30.17,22.28,0.13,0.54,57.66
6387,29.24,34.27,0.5,0.57,14.48
6388,31.65,24.21,0.78,0.83,80.33
6389,25.64,22.12,0.22,0.46,30.75
6390,29.34,25.08,0.87,0.81,77.16
6391,23.15,25.06,0.05,0.31,64.76
6392,27.38,27.49,0.78,0.58,26.42
6393,31.75,33.97,0.62,0.21,21.24
6394,31.01,33.43,0.32,0.39,13.09
6395,34.88,27.94,0.72,0.86,24.19
6396,25.61,27.34,0.78,0.22,15.78
6397,28.48,29.22,0.93,0.81,61.71
6398,26.28,25.16,0.37,0.28,59.88
6399,27.73,22.68,0.69,0.03,58.62
6400,33.14,34.21,0.6,0.11,64.19
6401,30.89,24.43,0.53,0.75,81.48
6402,33.47,24.58,0.89,0.26,91.36
6403,24.65,28.14,0.0,0.65,23.04
6404,33.35,28.39,0.28,0.7,58.78
6405,22.78,22.24,0.54,0.35,7.83
6406,33.55,23.92,0.18,0.47,12.01
6407,26.28,26.92,0.91,0.4,65.43
6408,26.09,30.89,0.65,0.95,48.66
6409,28.66,24.97,0.48,0.32,75.83
6410,34.23,27.5,0.81,0.18,42.57
6411,22.62,29.25,0.45,0.37,12.76
6412,26.58,33.55,0.56,0.67,87.21
6413,33.14,26.24,0.0,0.7,8.29
6414,27.15,23.74,0.37,0.92,18.9
6415,24.59,28.36,0.14,0.88,27.7
6416,27.52,31.71,0.69,0.29,99.53
6417,27.01,23.43,0.48,0.46,41.69
6418,33.9,27.52,0.3,0.75,50.17
6419,31.91,22.23,0.47,0.92,76.97
6420,28.57,22.44,0.21,0.34,63.64
6421,34.85,28.28,0.93,0.44,84.14
6422,28.05,25.88,0.05,0.9,48.64
6423,22.76,32.99,0.87,0.36,97.22
6424,25.41,29.83,0.51,0.48,79.68
6425,27.67,27.9,0.62,0.9,40.14
6426,24.04,27.3,0.3,0.8,38.13
6427,34.32,28.46,0.97,0.24,92.95
6428,31.97,22.53,0.28,0.32,68.44
6429,25.49,33.61,0.59,0.35,62.14
6430,29.68,34.98,0.99,0.91,75.78
6431,31.38,24.36,0.88,1.0,56.08
6432,34.24,23.56,0.54,0.77,15.92
6433,33.46,23.87,0.99,0.48,31.92
6434,28.7,30.59,0.7,0.01,55.79
6435,32.07,30.6,0.21,0.7,1.82
6436,29.31,33.02,0.41,0.39,43.74
6437,29.19,31.77,0.33,0.63,75.58
6438,23.49,27.85,0.34,0.61,16.42
6439,23.64,29.97,0.76,0.48,6.46
6440,28.88,30.95,0.58,0.94,83.6
6441,25.5,28.67,0.04,0.02,61.73
6442,22.27,28.18,0.88,0.71,17.66
6443,31.4,30.39,0.3,0.41,80.63
6444,22.42,29.25,1.0,0.71,65.81
6445,29.74,30.37,0.95,0.68,33.41
6446,29.01,29.97,0.94,0.01,37.62
6447,34.59,31.35,0.81,0.29,15.59
6448,28.29,30.36,0.22,0.19,83.53
6449,22.83,28.76,0.53,0.17,50.9
6450,29.17,30.86,0.22,0.73,55.7
6451,32.93,27.84,0.26,0.24,88.35
6452,34.96,25.14,0.61,0.47,1.58
6453,27.59,22.02,0.04,0.25,6.69
6454,26.16,29.28,0.97,0.58,16.16
6455,33.79,29.68,0.92,0.72,3.0
6456,24.49,34.64,0.38,0.33,65.82
6457,30.0,26.7,0.52,0.6,63.39
6458,27.27,27.12,0.47,0.82,21.08
6459,22.53,24.62,0.88,0.09,14.94
6460,26.51,22.92,0.69,0.71,14.57
6461,25.45,32.05,0.28,0.32,95.32
6462,30.92,25.25,0.45,0.12,69.35
6463,34.33,29.92,0.43,0.55,58.54
6464,25.48,30.94,0.96,0.23,32.25
6465,32.55,28.13,0.18,0.82,43.3
6466,22.72,33.39,0.09,0.04,8.94
6467,29.0,27.77,0.88,0.1,99.82
6468,22.92,25.7,0.9,0.52,75.51
6469,34.14,33.65,0.87,0.59,62.15
6470,31.96,33.2,0.51,0.73,58.78
6471,30.55,24.13,0.66,0.26,50.43
6472,32.71,22.34,0.56,0.84,25.74
6473,30.42,23.17,0.07,0.95,22.64
6474,34.6,25.73,0.6,0.5,54.95
6475,31.28,34.64,0.01,0.76,7.02
6476,34.02,29.26,0.32,0.52,7.45
6477,28.72,26.85,0.93,0.07,56.08
6478,23.52,33.55,0.3,0.33,91.98
6479,28.87,27.89,0.94,0.09,91.43
6480,23.65,26.1,0.25,0.99,1.08
6481,29.7,34.24,0.31,0.23,10.74
6482,28.27,33.04,0.63,0.64,58.31
6483,30.09,32.97,0.76,0.28,84.85
6484,22.13,28.66,0.5,0.65,95.44
6485,24.53,32.26,0.88,0.21,86.06
6486,28.39,24.33,0.04,0.79,67.76
6487,34.36,29.45,0.92,0.11,20.05
6488,26.99,34.79,0.2,0.9,7.26
6489,27.52,25.78,0.88,0.84,4.75
6490,31.29,32.33,0.4,0.68,61.21
6491,29.85,28.38,0.83,0.07,3.62
6492,25.89,22.52,0.67,0.21,73.92
6493,27.34,31.92,0.18,0.86,71.25
6494,24.83,24.19,0.92,0.12,7.96
6495,34.56,30.21,0.25,0.16,90.66
6496,23.7,23.11,0.24,0.54,52.19
6497,26.83,34.31,0.81,0.27,90.44
6498,22.34,25.79,0.11,0.22,90.16
6499,24.88,24.94,0.22,0.58,19.7
6500,32.15,23.68,0.5,0.37,38.06
6501,24.62,34.3,0.83,0.14,13.46
6502,23.04,31.25,0.15,0.53,77.5
6503,28.17,31.64,0.55,0.39,50.41
6504,22.13,28.49,0.71,0.73,92.88
6505,23.1,28.17,0.86,0.1,20.82
6506,32.5,23.43,0.94,0.62,68.84
6507,32.03,29.28,0.78,0.44,98.92
6508,33.9,25.21,0.65,0.41,66.54
6509,33.11,34.7,0.43,0.23,6.88
6510,30.88,32.36,0.11,0.03,58.84
6511,22.68,27.37,0.71,0.85,17.98
6512,32.18,23.97,0.99,0.33,3.05
6513,32.99,32.21,0.74,0.68,33.5
6514,32.39,23.59,0.02,0.95,26.61
6515,28.61,24.46,0.5,0.56,78.88
6516,25.03,24.75,0.61,0.4,37.37
6517,32.99,29.24,0.69,0.27,73.3
6518,31.45,32.23,0.72,0.93,1.62
6519,34.75,26.09,0.56,0.68,1.48
6520,24.02,23.1,0.22,0.67,2.93
6521,24.93,28.04,0.94,0.43,21.94
6522,24.75,31.73,0.7,0.85,37.4
6523,32.3,24.88,0.24,0.71,60.78
6524,24.43,24.86,0.32,0.28,98.59
6525,22.87,34.31,0.92,0.6,35.44
6526,34.98,34.4,0.89,0.43,5.57
6527,22.32,34.88,0.41,0.01,19.49
6528,32.86,32.5,0.04,0.81,89.79
6529,26.75,24.45,0.05,0.12,69.94
6530,32.94,24.76,0.28,0.51,79.02
6531,29.21,26.42,0.63,0.34,12.42
6532,33.72,26.14,0.58,0.34,13.5
6533,34.04,34.43,0.63,0.48,11.22
6534,22.12,32.26,0.72,1.0,85.72
6535,22.98,31.41,0.02,0.41,21.0
6536,25.25,24.42,0.11,0.18,64.32
6537,30.7,33.82,0.36,0.61,51.62
6538,33.55,32.76,0.15,0.24,54.44
6539,27.98,24.13,0.08,0.11,19.54
6540,29.89,33.33,0.64,0.05,63.52
6541,24.45,25.54,0.82,0.02,4.31
6542,32.46,23.05,0.75,0.43,99.35
6543,34.58,30.54,0.82,0.43,2.68
6544,25.49,30.5,0.67,0.19,5.02
6545,28.43,23.23,0.74,0.78,32.46
6546,23.12,26.15,0.27,0.13,83.16
6547,29.27,34.91,0.99,0.92,25.72
6548,28.54,30.82,0.18,0.59,47.19
6549,23.88,31.49,0.21,0.03,1.8
6550,27.75,24.77,0.29,0.96,7.89
6551,26.34,23.02,0.98,0.31,60.8
6552,28.78,25.6,0.99,0.45,19.44
6553,29.61,25.24,0.79,0.28,69.43
6554,22.11,25.05,0.63,0.73,78.54
6555,31.89,24.51,0.52,0.49,85.03
6556,31.27,29.47,0.97,0.13,13.38
6557,26.76,26.27,0.7,0.1,45.55
6558,22.69,32.66,0.94,0.73,94.71
6559,31.81,24.39,0.32,0.24,77.21
6560,34.42,28.04,0.33,0.14,11.7
6561,25.12,22.18,0.85,0.5,50.25
6562,26.21,28.26,0.15,0.8,92.24
6563,24.39,22.73,0.95,0.28,44.0
6564,29.5,34.71,0.51,0.28,83.74
6565,24.01,32.28,0.93,0.83,49.58
6566,26.63,28.37,0.34,0.15,10.68
6567,31.06,23.13,0.72,0.62,14.79
6568,29.28,29.7,0.48,0.96,4.67
6569,27.02,31.86,0.63,0.84,19.53
6570,27.46,24.48,0.5,0.06,89.36
6571,29.31,29.39,0.97,0.32,65.02
6572,22.08,32.58,0.69,0.14,73.89
6573,23.02,31.99,0.25,0.95,62.17
6574,33.46,32.44,0.91,0.99,38.65
6575,23.01,33.43,0.29,0.23,21.69
6576,31.19,34.19,0.37,0.67,92.56
6577,33.96,27.27,0.1,0.84,51.48
6578,25.52,29.39,0.9,0.23,48.11
6579,26.82,32.28,0.29,0.19,99.61
6580,29.4,31.06,0.26,0.01,38.39
6581,33.46,34.94,0.92,0.41,85.41
6582,34.24,22.18,0.81,0.9,86.23
6583,31.61,26.62,0.14,0.9,23.27
6584,23.13,25.65,0.77,0.13,9.48
6585,30.7,25.41,0.91,0.2,97.56
6586,27.33,24.89,0.08,0.41,42.59
6587,28.12,31.22,0.83,0.78,0.22
6588,22.64,23.1,0.55,0.61,49.9
